pop_id,spp,gfe_id,sys_nm,geom_mean
43862,PKE,1848,OTTY CREEK,250
43867,PKE,1849,BUIE CREEK,2200
43872,PKE,1850,ARNOUP CREEK,7700.22085
43877,PKE,1851,RONALD CREEK,67.96721832
43882,PKE,1852,NIAS CREEK,1683.102293
43887,PKE,1853,PACKE CREEK,176.030612
43892,PKE,1854,TYLER CREEK,1199.835643
43897,PKE,1855,PYNE CREEK,1254.446962
43902,PKE,1856,BUSEY CREEK,823.2691453
43907,PKE,1857,TRAHEY CREEK,623.75277
43912,PKE,1858,STEEP CREEK,112.8615596
43917,PKE,1859,DALLAIN CREEK,320.1575651
43922,PKE,1860,TALAMOOSA CREEK,133.587757
43927,PKE,1861,KENT INLET LAGOON CREEK,200
43932,PKE,1862,EVINRUDE CREEK,454.551863
43937,PKE,1863,WALE CREEK,1190.908961
43992,PKE,1874,LIMESTONE CREEK,7253.883046
43997,PKE,1875,FURY CREEK,1807.673714
44002,PKE,1876,DON CREEK,1340.745937
44007,PKE,1877,LINNEA CREEK,149.3923332
44012,PKE,1878,DUFFEY CREEK,207.6435927
44022,PKE,1880,KDELMASHAN CREEK,1199.368186
44027,PKE,1881,SENTINEL CREEK,154.4566942
44032,PKE,1882,CLIFFORD CREEK,222.9906635
44037,PKE,1883,FLUX CREEK,272.1321233
44042,PKE,1884,MCDONALD CREEK,291.9185717
44047,PKE,1885,LITTLE KETTLE CREEK,54.77225575
44052,PKE,1886,SALMON CREEK,369.7590649
44057,PKE,1887,EAGLE CREEK,2136.955441
44062,PKE,1888,TRENEMAN CREEK,161.9929918
44067,PKE,1889,STANNARD CREEK,4316.234666
44077,PKE,1891,WEST CREEK,939.3498891
44177,PKE,1911,LAGOON CREEK,158.6987344
44182,PKE,1912,STEWART CREEK,1325.160651
44407,PKE,1957,WEST CREEK,1286.014923
44417,PKE,1959,HEAD CREEK,7585.328224
45643,PKE,358,ATNARKO SPAWNING CHANNEL,6414.793412
47582,PKE,486,PRICE CREEK,98.89214093
48501,PKE,454,JOHNSTON CREEK,173.2050808
49291,PKE,577,CLIFFORD CREEK,297.8946068
49548,PKE,899,RAINBOW CREEK,141.4213562
49751,PKE,926,HOGAN CREEK,50
49761,PKE,928,DRANEY CREEK,627.377644
49766,PKE,929,LOCKHART GORDON CREEK,587.393256
49771,PKE,930,ALLARD CREEK,109.8195241
49776,PKE,931,JOHNSTON CREEK,17150.70171
49781,PKE,932,NEWICHY CREEK,298.6295108
49786,PKE,933,SANDELL RIVER,1697.534194
49791,PKE,934,NICKNAQUEET RIVER,682.2383647
50227,PKE,1023,AALTANHASH RIVER,1783.898374
50232,PKE,1024,MARMOT COVE CREEK,945.4991088
50237,PKE,1025,SCOW BAY CREEK,6774.29154
50242,PKE,1026,KLEKANE RIVER,1557.591072
50457,PKE,935,WANNOCK RIVER,845.785711
51227,PKE,1018,GREEN RIVER,7443.072085
51232,PKE,1019,TAYLOR CREEK,81.09338182
51237,PKE,1020,MARSHALL CREEK,303.5847129
51242,PKE,1021,KHUTZE RIVER,10699.44617
51612,PKE,937,AMBACK CREEK,515.9019708
51617,PKE,938,DALLERY CREEK,1536.231267
51622,PKE,939,ASHLULM CREEK,390.7895118
51632,PKE,941,NEECHANZ RIVER,143.0969081
51637,PKE,942,GENESEE CREEK,173.4662654
51647,PKE,944,INZIANA RIVER,10
51652,PKE,945,WASHWASH RIVER,219.7552781
51657,PKE,946,TZEO RIVER,25
51662,PKE,947,KILBELLA RIVER,9930.143389
51667,PKE,948,CHUCKWALLA RIVER,26621.43206
51672,PKE,949,CLYAK RIVER,9023.805643
51677,PKE,950,YOUNG RIVER,27476.96205
51682,PKE,951,NIEL CREEK,7821.350503
51687,PKE,952,MILTON RIVER,2211.969996
51692,PKE,953,MACNAIR CREEK,800.6513096
51702,PKE,955,BEAVER CREEK,129.7090427
51712,PKE,957,KOEYE RIVER,48112.58009
51717,PKE,958,COLD CREEK,206.4458959
51722,PKE,959,NAMU RIVER,294.4296882
51727,PKE,960,NOOTUM RIVER,1867.463858
51732,PKE,961,QUATLENA RIVER,995.1875104
51737,PKE,962,KWATNA RIVER,34978.16541
51742,PKE,963,THORWALD CREEK,22
51747,PKE,964,ASSEEK RIVER,1960.052856
51752,PKE,965,TALEOMEY RIVER,597.2649824
51757,PKE,966,NOEICK RIVER,574.548981
51762,PKE,967,CAMP CREEK,168.7387149
51769,PKE,968,BELLA COOLA RIVER,662622.9531
51777,PKE,969,SNOOTLI CREEK,519.6152423
51782,PKE,970,ATNARKO RIVER,163332.3607
51787,PKE,971,NECLEETSCONNAY RIVER,12873.03445
51792,PKE,972,NIEUMIAMUS CREEK,1305.317556
51797,PKE,973,NOOSESECK RIVER,4856.823155
51802,PKE,974,NUSASH CREEK,25
51807,PKE,975,DEAN RIVER,8252.964864
51817,PKE,977,KIMSQUIT RIVER,27016.43364
51822,PKE,978,SKOWQUILTZ RIVER,1496.160153
51827,PKE,979,DEEP BAY CREEK,87.52704572
51832,PKE,980,STEELHEAD CREEK,1106.797181
51837,PKE,981,NASCALL CREEK,246.6212074
51842,PKE,7990611,WORAN CREEK,1900.254677
51847,PKE,983,CASCADE RIVER,1620.398209
51852,PKE,984,ELCHO CREEK,3902.148069
51857,PKE,985,FRENCHMAN CREEK,3097.732766
51862,PKE,986,MARTIN RIVER,424.9669919
51867,PKE,987,GOAT BUSHU CREEK,232.6172551
51872,PKE,988,WALKER LAKE CREEK,112.2472466
51877,PKE,989,CLATSE CREEK,16018.74027
51887,PKE,991,ROSCOE CREEK,708.7725432
51892,PKE,992,LEE CREEK,124.6647941
51897,PKE,993,QUARTCHA CREEK,1992.024571
51907,PKE,995,BULLOCK CHANNEL CREEKS,670.7762617
51912,PKE,996,ELLERSLIE LAGOON CREEK,300.5245414
51917,PKE,997,PINE RIVER,794.5523397
51927,PKE,999,NEEKAS CREEK,19837.65978
51932,PKE,1000,SPILLER LAGOON CREEK,100
51937,PKE,1001,TANKEEAH RIVER,593.6122879
51952,PKE,1004,WINDFALL CREEK,132.360584
51957,PKE,1005,TOM BAY CREEK,222.4490014
51962,PKE,1006,NAMELESS CREEK,5974.255696
51967,PKE,1007,SALMON BAY CREEK,8189.473908
51972,PKE,1008,HIRD POINT CREEK,718.5370717
51977,PKE,1009,LARD CREEK,398.1935065
51982,PKE,1010,KAINET CREEK,32586.0755
51987,PKE,1011,BIG CREEK,3817.867729
51992,PKE,1012,BIG BAY CREEK,694.578237
51997,PKE,1013,KORICH CREEK,1427.632208
52002,PKE,1014,POISON COVE CREEK,482.4743656
52007,PKE,1015,MUSSEL RIVER,12412.72467
52012,PKE,1016,BOLIN BAY CREEK,1979.18424
52017,PKE,1017,CARTER RIVER,7119.771898
52854,PKE,1135,DREW CREEK,25
3117,PKO,2090,AIRPORT SIDE CHANNEL,782.3042886
3121,PKO,2092,GARBAGE DUMP CREEK,44.97941445
3126,PKO,2095,SKIMLETS CREEK,4.898979486
3131,PKO,2239,CLAYTON FALLS CREEK,346.4101615
3133,PKO,2242,THORSEN CREEK,1754.876111
3137,PKO,2244,NOOHALK CREEK,207.6997641
3142,PKO,2246,FISH CREEK,41.71691715
3162,PKO,3403,SALLOOMT RIVER,2919.662833
3167,PKO,2245,NOOKLIKONNIK CREEK,342.0526275
3173,PKO,2241,TASTSQUAN CREEK,156.508458
3229,PKO,2831,GOIN CREEK,2260.445262
3422,PKO,2689,BULLOCK CHANNEL #2 CREEK,1583.862142
3424,PKO,2690,BULLOCK CHANNEL #3 NORTH CREEK,324.0433327
3426,PKO,2691,BULLOCK CHANNEL #3 SOUTH CREEK,110.4450115
3449,PKO,3555,JENNY BAY EAST CREEK,330.2722781
3451,PKO,2693,JENNY BAY SOUTH CREEK,1156.764345
3453,PKO,2692,JENNY BAY WEST CREEK,2937.865401
42702,PKO,1821,GULL CREEK,65.89903146
42707,PKO,1822,OSMENT CREEK,28.06455725
42712,PKO,1823,KWAKWA CREEK,59.957799
42717,PKO,1824,MEYERS PASS CREEK,7.686581736
42722,PKO,1825,GORILLA CREEK,114.2515578
42737,PKO,1828,CALDER CREEK,38.72983346
42742,PKO,1829,LAGOON CREEK,257.7345806
42747,PKO,1830,MARY COVE CREEK,44.7522342
42752,PKO,1831,WATSON BAY CREEK,158.7072081
42757,PKO,1832,BOTTLENECK CREEK,250.4840738
42762,PKO,1833,JAMES BAY CREEK,8073.549155
42767,PKO,1834,CANYON CREEK,829.121103
42772,PKO,1835,GEISH CREEK,317.4802104
42777,PKO,1836,DUTHIE CREEK,1636.984824
42782,PKO,1837,WINDY BAY CREEK,353.0031841
42787,PKO,1838,CANOONA RIVER,9216.385594
42792,PKO,1839,SODA CREEK,5750.830219
42827,PKO,1588,LAGOON CREEK,70.49724391
42862,PKO,1595,THORSEN CREEK,14.345029
43242,PKO,1809,MCLOUGHLIN CREEK,350.6467187
43247,PKO,1810,SHIP POINT CREEK,24.84894649
43262,PKO,1813,KWAKUSDIS RIVER,6557.484549
43267,PKO,1814,HAUSER CREEK,51.80040128
43272,PKO,1840,LITTLE CREEK,392.5911886
43287,PKO,1709,WINDY BAY CREEK,31.6227766
43657,PKO,1784,DE COSMOS LAGOON CREEK,25.87340237
43662,PKO,1785,CRAB HARBOUR CREEK,31.91825287
43667,PKO,1786,WATT CREEK,500
43672,PKO,1787,KILDIDT CREEK,42.17163327
43682,PKO,1789,STEWART CREEK,1000
43702,PKO,1793,KISAMEET RIVER,509.9312115
43707,PKO,1794,SAGAR CREEK,414.0756627
43717,PKO,1796,HOOK NOSE CREEK,1763.528656
43722,PKO,1797,FOUR LAKES CREEK,93.27401712
43732,PKO,1799,GREEN RIVER,302.4343331
43737,PKO,1800,KADJUSDIS RIVER,1807.674905
43742,PKO,1801,KUNSOOT RIVER,3781.394493
43747,PKO,1802,DREW CREEK,50
43757,PKO,1804,SALLY CREEK,68.68082957
43767,PKO,1806,DEER PASS LAGOON CREEKS,145.0152998
43772,PKO,1807,WEBSTER LAKE CREEK,484.8416875
43777,PKO,1808,KWAKIUTL CREEK,167.3320053
43782,PKO,1815,ROBINSON CREEKS,41.28917917
43787,PKO,1816,BULLEY BAY CREEK,49.0736659
43792,PKO,1817,PRICE CREEK,159.1178919
43802,PKO,1841,QUIGLEY CREEK,137.9274263
43807,PKO,1842,POWLES CREEK,332.0390712
43812,PKO,1843,BLEE CREEK,217.357493
43817,PKO,1844,BLOOMFIELD CREEK,273.9648303
43822,PKO,1845,FIFER COVE CREEK,91.32652557
43827,PKO,1846,DALLY CREEK,61.53963725
43872,PKO,1850,ARNOUP CREEK,2945.497721
43877,PKO,1851,RONALD CREEK,17.84936806
43882,PKO,1852,NIAS CREEK,1286.556115
43887,PKO,1853,PACKE CREEK,127.1829934
43892,PKO,1854,TYLER CREEK,730.5882618
43897,PKO,1855,PYNE CREEK,271.5994163
43902,PKO,1856,BUSEY CREEK,69.57894209
43907,PKO,1857,TRAHEY CREEK,235.1793813
43912,PKO,1858,STEEP CREEK,129.8854871
43917,PKO,1859,DALLAIN CREEK,115.4863437
43922,PKO,1860,TALAMOOSA CREEK,105.9634023
43932,PKO,1862,EVINRUDE CREEK,181.7947474
43937,PKO,1863,WALE CREEK,672.1825563
43992,PKO,1874,LIMESTONE CREEK,4900.22532
43997,PKO,1875,FURY CREEK,366.2883368
44002,PKO,1876,DON CREEK,163.7277566
44007,PKO,1877,LINNEA CREEK,358.9645843
44012,PKO,1878,DUFFEY CREEK,288.4453905
44022,PKO,1880,KDELMASHAN CREEK,546.4382469
44027,PKO,1881,SENTINEL CREEK,105.9634023
44032,PKO,1882,CLIFFORD CREEK,623.6397065
44037,PKO,1883,FLUX CREEK,65.33965424
44042,PKO,1884,MCDONALD CREEK,162.2671112
44047,PKO,1885,LITTLE KETTLE CREEK,7.071067812
44052,PKO,1886,SALMON CREEK,345.0435899
44057,PKO,1887,EAGLE CREEK,324.1357761
44062,PKO,1888,TRENEMAN CREEK,75.56046953
44067,PKO,1889,STANNARD CREEK,1266.762647
44077,PKO,1891,WEST CREEK,110.3551232
44177,PKO,1911,LAGOON CREEK,133.3548306
44182,PKO,1912,STEWART CREEK,948.7766557
44407,PKO,1957,WEST CREEK,91.73147546
44417,PKO,1959,HEAD CREEK,3786.96505
45304,PKO,2030,KLEMTU CREEK,636.3961031
45643,PKO,358,ATNARKO SPAWNING CHANNEL,1907.919387
46051,PKO,184,STEELHEAD CREEK,
47582,PKO,486,PRICE CREEK,152.8908816
48501,PKO,454,JOHNSTON CREEK,419.3525778
49291,PKO,577,CLIFFORD CREEK,478.6966131
49548,PKO,899,RAINBOW CREEK,25
49756,PKO,927,ROBERT ARM CREEK,25
49761,PKO,928,DRANEY CREEK,221.690538
49766,PKO,929,LOCKHART GORDON CREEK,339.6151415
49771,PKO,930,ALLARD CREEK,104.9336228
49776,PKO,931,JOHNSTON CREEK,4762.355211
49781,PKO,932,NEWICHY CREEK,50
49786,PKO,933,SANDELL RIVER,70.71067812
49791,PKO,934,NICKNAQUEET RIVER,421.1897864
50227,PKO,1023,AALTANHASH RIVER,3206.359209
50232,PKO,1024,MARMOT COVE CREEK,1094.483672
50237,PKO,1025,SCOW BAY CREEK,7859.587666
50242,PKO,1026,KLEKANE RIVER,1518.685825
50457,PKO,935,WANNOCK RIVER,342.4188982
51227,PKO,1018,GREEN RIVER,9630.07587
51232,PKO,1019,TAYLOR CREEK,50.01890743
51237,PKO,1020,MARSHALL CREEK,245.3284608
51242,PKO,1021,KHUTZE RIVER,16214.51972
51612,PKO,937,AMBACK CREEK,179.1234083
51617,PKO,938,DALLERY CREEK,517.5004653
51622,PKO,939,ASHLULM CREEK,347.1386714
51632,PKO,941,NEECHANZ RIVER,282.52345
51637,PKO,942,GENESEE CREEK,308.9370458
51647,PKO,944,INZIANA RIVER,40
51652,PKO,945,WASHWASH RIVER,49.66097134
51662,PKO,947,KILBELLA RIVER,9469.20448
51667,PKO,948,CHUCKWALLA RIVER,19207.42017
51672,PKO,949,CLYAK RIVER,296.7495348
51677,PKO,950,YOUNG RIVER,97.91483624
51682,PKO,951,NIEL CREEK,169.5605722
51687,PKO,952,MILTON RIVER,452.7232463
51692,PKO,953,MACNAIR CREEK,452.5141184
51702,PKO,955,BEAVER CREEK,89.1301229
51707,PKO,956,THIRD CREEK,8000
51712,PKO,957,KOEYE RIVER,49130.00469
51717,PKO,958,COLD CREEK,100
51722,PKO,959,NAMU RIVER,382.803496
51727,PKO,960,NOOTUM RIVER,687.6260536
51732,PKO,961,QUATLENA RIVER,457.1271906
51737,PKO,962,KWATNA RIVER,49084.83075
51747,PKO,964,ASSEEK RIVER,674.5098349
51752,PKO,965,TALEOMEY RIVER,631.9455266
51757,PKO,966,NOEICK RIVER,795.3156037
51762,PKO,967,CAMP CREEK,48.84292601
51769,PKO,968,BELLA COOLA RIVER,362256.4229
51777,PKO,969,SNOOTLI CREEK,849.0184749
51782,PKO,970,ATNARKO RIVER,159244.1522
51787,PKO,971,NECLEETSCONNAY RIVER,2928.220655
51792,PKO,972,NIEUMIAMUS CREEK,739.2838281
51797,PKO,973,NOOSESECK RIVER,4222.279509
51807,PKO,975,DEAN RIVER,6361.611268
51812,PKO,976,GRANTHAM CREEK,31.6227766
51817,PKO,977,KIMSQUIT RIVER,1021.657808
51822,PKO,978,SKOWQUILTZ RIVER,985.0700233
51827,PKO,979,DEEP BAY CREEK,63.62691554
51832,PKO,980,STEELHEAD CREEK,165.0963624
51837,PKO,981,NASCALL CREEK,254.5821685
51842,PKO,7990611,WORAN CREEK,944.3589145
51847,PKO,983,CASCADE RIVER,1242.362839
51852,PKO,984,ELCHO CREEK,5563.024627
51857,PKO,985,FRENCHMAN CREEK,4834.940723
51862,PKO,986,MARTIN RIVER,685.6518737
51867,PKO,987,GOAT BUSHU CREEK,164.1034188
51872,PKO,988,WALKER LAKE CREEK,96.80001597
51877,PKO,989,CLATSE CREEK,12640.83533
51882,PKO,990,RAINBOW CREEK,6.524715888
51887,PKO,991,ROSCOE CREEK,3161.701099
51892,PKO,992,LEE CREEK,432.9561966
51897,PKO,993,QUARTCHA CREEK,4539.058677
51907,PKO,995,BULLOCK CHANNEL CREEKS,182.1852732
51912,PKO,996,ELLERSLIE LAGOON CREEK,531.3292846
51917,PKO,997,PINE RIVER,723.7400534
51927,PKO,999,NEEKAS CREEK,9336.929773
51932,PKO,1000,SPILLER LAGOON CREEK,11.83215957
51937,PKO,1001,TANKEEAH RIVER,487.2688024
51952,PKO,1004,WINDFALL CREEK,85.12160932
51957,PKO,1005,TOM BAY CREEK,159.0071237
51962,PKO,1006,NAMELESS CREEK,1895.083921
51967,PKO,1007,SALMON BAY CREEK,3246.27946
51972,PKO,1008,HIRD POINT CREEK,732.8802202
51977,PKO,1009,LARD CREEK,431.9921768
51982,PKO,1010,KAINET CREEK,52760.3129
51987,PKO,1011,BIG CREEK,3307.749036
51992,PKO,1012,BIG BAY CREEK,832.1722166
51997,PKO,1013,KORICH CREEK,3644.144894
52002,PKO,1014,POISON COVE CREEK,541.1752312
52007,PKO,1015,MUSSEL RIVER,35671.16827
52012,PKO,1016,BOLIN BAY CREEK,1394.103177
52017,PKO,1017,CARTER RIVER,8753.074141
52854,PKO,1135,DREW CREEK,20
3262,SEL,2834,LIMESTONE CREEK,
42700,SEL,1821,GULL CREEK,76.10164864
42710,SEL,1823,KWAKWA CREEK,1223.814983
42740,SEL,1829,LAGOON CREEK,278.6218303
42745,SEL,1830,MARY COVE CREEK,411.3848525
42785,SEL,1838,CANOONA RIVER,1243.524672
43240,SEL,1809,MCLOUGHLIN CREEK,131.5867009
43245,SEL,1810,SHIP POINT CREEK,152.6607781
43255,SEL,1812,SOUND POINT LAGOON CREEK,234.2975344
43260,SEL,1813,KWAKUSDIS RIVER,335.9656605
43650,SEL,1783,CHIC CHIC CREEK,50
43665,SEL,1786,WATT CREEK,
43670,SEL,1787,KILDIDT CREEK,175.3306941
43700,SEL,1793,KISAMEET RIVER,402.6789098
43715,SEL,1796,HOOK NOSE CREEK,263.5816667
43735,SEL,1800,KADJUSDIS RIVER,987.4221122
43740,SEL,1801,KUNSOOT RIVER,1.861209718
43790,SEL,1817,PRICE CREEK,673.0007939
43805,SEL,1842,POWLES CREEK,59.22326227
43815,SEL,1844,BLOOMFIELD CREEK,399.0865948
43890,SEL,1854,TYLER CREEK,2.714417617
43900,SEL,1856,BUSEY CREEK,444.181231
43915,SEL,1859,DALLAIN CREEK,182.7509584
43920,SEL,1860,TALAMOOSA CREEK,237.4782218
43925,SEL,1861,KENT INLET LAGOON CREEK,473.800117
43930,SEL,1862,EVINRUDE CREEK,179.2331496
43935,SEL,1863,WALE CREEK,185.8662753
43990,SEL,1874,LIMESTONE CREEK,329.3031101
44020,SEL,1880,KDELMASHAN CREEK,431.3832953
44040,SEL,1884,MCDONALD CREEK,266.2997292
44060,SEL,1888,TRENEMAN CREEK,23.20794417
44065,SEL,1889,STANNARD CREEK,279.2434854
44075,SEL,1891,WEST CREEK,202.8447016
45062,SEL,2411,WATT CREEK,
46049,SEL,184,STEELHEAD CREEK,6
46107,SEL,201,GREEN RIVER,
46137,SEL,207,SALMON CREEK,50
48499,SEL,454,JOHNSTON CREEK,20
50455,SEL,935,WANNOCK RIVER,52934.37337
51605,SEL,936,OWIKENO LAKE,3651.619774
51610,SEL,937,AMBACK CREEK,18423.77847
51615,SEL,938,DALLERY CREEK,10976.11618
51620,SEL,939,ASHLULM CREEK,5221.686765
51625,SEL,940,MACHMELL RIVER,8474.454601
51630,SEL,941,NEECHANZ RIVER,12465.14459
51635,SEL,942,GENESEE CREEK,2286.772006
51640,SEL,943,SHEEMAHANT RIVER,49647.61636
51645,SEL,944,INZIANA RIVER,12826.62797
51650,SEL,945,WASHWASH RIVER,16636.14218
51655,SEL,946,TZEO RIVER,3711.10845
51700,SEL,955,BEAVER CREEK,58.79746898
51705,SEL,956,THIRD CREEK,200
51710,SEL,957,KOEYE RIVER,2089.569805
51720,SEL,959,NAMU RIVER,1269.533337
51815,SEL,977,KIMSQUIT RIVER,9352.559032
51915,SEL,997,PINE RIVER,137.9326165
51935,SEL,1001,TANKEEAH RIVER,1598.404875
51980,SEL,1010,KAINET CREEK,677.4096288
52165,SEL,1312,COLD CREEK,
3166,SER,971,NECLEETSCONNAY RIVER,30
40555,SER,1263,BEAVER CREEK,150
42705,SER,1822,OSMENT CREEK,1
42750,SER,1831,WATSON BAY CREEK,1
42760,SER,1833,JAMES BAY CREEK,3.55443963
42790,SER,1839,SODA CREEK,4.702859276
42825,SER,1588,LAGOON CREEK,1
43250,SER,1811,WAHGILAH CREEK,200
43270,SER,1840,LITTLE CREEK,1.189207115
43755,SER,1804,SALLY CREEK,53.63495411
43765,SER,1806,DEER PASS LAGOON CREEKS,198.0553351
43780,SER,1815,ROBINSON CREEKS,25
43785,SER,1816,BULLEY BAY CREEK,1
43800,SER,1841,QUIGLEY CREEK,187.5856843
43810,SER,1843,BLEE CREEK,1.706736837
43820,SER,1845,FIFER COVE CREEK,25
43825,SER,1846,DALLY CREEK,4
43870,SER,1850,ARNOUP CREEK,5.060236021
43875,SER,1851,RONALD CREEK,1
43880,SER,1852,NIAS CREEK,19.14736502
43895,SER,1855,PYNE CREEK,5
43905,SER,1857,TRAHEY CREEK,1.414213562
43910,SER,1858,STEEP CREEK,100
43995,SER,1875,FURY CREEK,277.3595951
44000,SER,1876,DON CREEK,122.9754743
44010,SER,1878,DUFFEY CREEK,483.2989585
44025,SER,1881,SENTINEL CREEK,526.084307
44030,SER,1882,CLIFFORD CREEK,822.3731139
44035,SER,1883,FLUX CREEK,90.28804514
44050,SER,1886,SALMON CREEK,310.8812564
44055,SER,1887,EAGLE CREEK,548.529727
45641,SER,358,ATNARKO SPAWNING CHANNEL,16.48686404
48964,SER,789,WEST CREEK,500
49759,SER,928,DRANEY CREEK,2.924017738
49764,SER,929,LOCKHART GORDON CREEK,2.213363839
49774,SER,931,JOHNSTON CREEK,3.16227766
50225,SER,1023,AALTANHASH RIVER,3.652350019
50235,SER,1025,SCOW BAY CREEK,1.383087554
50240,SER,1026,KLEKANE RIVER,2.195579767
51225,SER,1018,GREEN RIVER,13.12217711
51240,SER,1021,KHUTZE RIVER,3.790313586
51665,SER,948,CHUCKWALLA RIVER,6
51675,SER,950,YOUNG RIVER,2
51685,SER,952,MILTON RIVER,2
51730,SER,961,QUATLENA RIVER,31.6227766
51735,SER,962,KWATNA RIVER,87.05505633
51745,SER,964,ASSEEK RIVER,12.95514917
51750,SER,965,TALEOMEY RIVER,3.684031499
51765,SER,968,BELLA COOLA RIVER,21275.49956
51775,SER,969,SNOOTLI CREEK,1
51780,SER,970,ATNARKO RIVER,5650.506786
51795,SER,973,NOOSESECK RIVER,1
51805,SER,975,DEAN RIVER,234.8699369
51820,SER,978,SKOWQUILTZ RIVER,32.01085873
51835,SER,981,NASCALL CREEK,4.37951914
51840,SER,7990611,WORAN CREEK,4.472135955
51845,SER,983,CASCADE RIVER,13.34839815
51850,SER,984,ELCHO CREEK,17.14577538
51855,SER,985,FRENCHMAN CREEK,5
51860,SER,986,MARTIN RIVER,4.949232004
51875,SER,989,CLATSE CREEK,5.354226375
51885,SER,991,ROSCOE CREEK,6.781464085
51895,SER,993,QUARTCHA CREEK,6.206113557
51905,SER,995,BULLOCK CHANNEL CREEKS,1
51925,SER,999,NEEKAS CREEK,2.267067086
51960,SER,1006,NAMELESS CREEK,1
51975,SER,1009,LARD CREEK,6.707573104
51985,SER,1011,BIG CREEK,4.932424149
51990,SER,1012,BIG BAY CREEK,3.036588972
52000,SER,1014,POISON COVE CREEK,2
52005,SER,1015,MUSSEL RIVER,23.25340425
52010,SER,1016,BOLIN BAY CREEK,1
52015,SER,1017,CARTER RIVER,6
